deltaT,dairy_network,no_of_reachable_nodes
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_845.network,2722
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_845.network,2995
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_846.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_846.network,16
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_846.network,30
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_846.network,1460
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_846.network,1745
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_846.network,1950
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_847.network,7
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_847.network,16
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_847.network,444
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_847.network,1227
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_847.network,1889
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_847.network,2294
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_848.network,6
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_848.network,1337
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_848.network,1787
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_848.network,2539
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_848.network,2943
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_848.network,3340
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_849.network,18
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_849.network,47
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_849.network,1280
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_849.network,1799
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_849.network,2511
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_849.network,2968
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_850.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_850.network,54
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_850.network,1644
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_850.network,2415
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_850.network,2910
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_850.network,3247
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_851.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_851.network,9
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_851.network,294
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_851.network,1373
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_851.network,2090
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_851.network,2289
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_852.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_852.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_852.network,6
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_852.network,2015
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_852.network,2323
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_852.network,2476
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_853.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_853.network,6
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_853.network,1181
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_853.network,1859
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_853.network,2470
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_853.network,2842
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_854.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_854.network,7
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_854.network,1317
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_854.network,1855
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_854.network,2307
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_854.network,2617
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_855.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_855.network,1061
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_855.network,1640
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_855.network,2267
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_855.network,2641
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_855.network,3022
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_856.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_856.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_856.network,5
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_856.network,6
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_856.network,745
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_856.network,817
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_857.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_857.network,6
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_857.network,1625
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_857.network,2426
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_857.network,2885
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_857.network,3197
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_858.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_858.network,8
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_858.network,255
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_858.network,916
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_858.network,1446
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_858.network,1627
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_859.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_859.network,206
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_859.network,1492
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_859.network,2168
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_859.network,2760
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_859.network,3132
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_860.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_860.network,730
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_860.network,1874
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_860.network,2463
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_860.network,2994
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_860.network,3420
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_861.network,6
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_861.network,11
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_861.network,1130
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_861.network,1457
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_861.network,1852
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_861.network,2063
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_862.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_862.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_862.network,5
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_862.network,25
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_862.network,1408
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_862.network,1707
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_863.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_863.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_863.network,1
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_863.network,4
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_863.network,616
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_863.network,1256
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_864.network,79
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_864.network,189
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_864.network,1824
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_864.network,2631
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_864.network,3102
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_864.network,3535
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_865.network,12
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_865.network,71
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_865.network,1188
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_865.network,1866
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_865.network,2347
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_865.network,2690
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_866.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_866.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_866.network,6
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_866.network,27
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_866.network,439
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_866.network,640
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_867.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_867.network,53
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_867.network,1132
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_867.network,1458
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_867.network,2118
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_867.network,2392
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_868.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_868.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_868.network,33
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_868.network,1787
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_868.network,2348
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_868.network,2694
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_869.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_869.network,69
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_869.network,1884
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_869.network,2660
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_869.network,3243
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_869.network,3555
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_870.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_870.network,15
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_870.network,31
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_870.network,1727
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_870.network,2419
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_870.network,2709
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_871.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_871.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_871.network,1509
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_871.network,1740
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_871.network,2237
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_871.network,2452
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_872.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_872.network,19
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_872.network,29
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_872.network,1236
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_872.network,1897
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_872.network,2187
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_873.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_873.network,12
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_873.network,1216
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_873.network,1888
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_873.network,2306
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_873.network,2663
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_874.network,6
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_874.network,14
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_874.network,1080
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_874.network,1483
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_874.network,1794
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_874.network,2094
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_875.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_875.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_875.network,75
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_875.network,1006
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_875.network,1266
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_875.network,1689
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_876.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_876.network,7
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_876.network,8
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_876.network,1491
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_876.network,1668
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_876.network,2140
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_877.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_877.network,7
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_877.network,18
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_877.network,1666
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_877.network,2382
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_877.network,2712
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_878.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_878.network,7
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_878.network,9
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_878.network,1734
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_878.network,2322
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_878.network,2588
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_879.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_879.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_879.network,2
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_879.network,3
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_879.network,9
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_879.network,9
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_880.network,10
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_880.network,25
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_880.network,307
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_880.network,1549
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_880.network,2204
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_880.network,2548
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_881.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_881.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_881.network,616
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_881.network,1387
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_881.network,1751
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_881.network,1996
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_882.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_882.network,6
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_882.network,14
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_882.network,706
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_882.network,1536
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_882.network,1855
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_883.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_883.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_883.network,21
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_883.network,1340
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_883.network,1740
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_883.network,2031
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_884.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_884.network,8
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_884.network,1634
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_884.network,2067
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_884.network,2454
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_884.network,2749
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_885.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_885.network,8
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_885.network,9
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_885.network,1277
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_885.network,1542
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_885.network,2023
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_886.network,10
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_886.network,18
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_886.network,1064
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_886.network,2000
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_886.network,2304
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_886.network,2751
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_887.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_887.network,17
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_887.network,1419
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_887.network,1826
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_887.network,2218
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_887.network,2574
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_888.network,3
